query	volume	landing_url	page_type	matched_dimensions	matched_values	source_file
промты фото девушки в снежных горах	7	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт новогоднее фото в стиле ссср	7	/sobytiya/novyj-god/sovetskoe/	programmatic_L2	occasion_tag+style_tag	novyy_god+sovetskoe	wordstat_top_queries (1).csv
фото мамы со взрослой дочкой промт	7	/promty-dlya-foto-s-mamoy/	programmatic_L1	audience_tag	s_mamoy	wordstat_top_queries (1).csv
промты для редакторов фото для турагентов	7	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
тренды промты для генерации фото	7	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
фото с кумиром на полароид промт	7	/stil/polaroid/so-znamenitostyu/	programmatic_L2	style_tag+object_tag	polaroid+so_znamenitostyu	wordstat_top_queries (1).csv
промты на студийные фото девушек обычные	7	/promty-dlya-foto-devushki/studiynoe/	programmatic_L2	audience_tag+style_tag	devushka+studiynoe	wordstat_top_queries (1).csv
скачать детский промт для фото человека паука	7	/promty-dlya-detskih-foto/	programmatic_L1	audience_tag	detskie	wordstat_top_queries (1).csv
промт на объединение фото в портрет поколений	6	/promty-dlya-foto-pokoleniy/portret/	programmatic_L2	audience_tag+style_tag	pokoleniy+portret	wordstat_top_queries (1).csv
промт для обработки горнолыжных фото	6	/zimnie/	programmatic_L1	object_tag	zima	wordstat_top_queries (1).csv
промт для фото с известной личностью	6	/so-znamenitostyu/	programmatic_L1	object_tag	so_znamenitostyu	wordstat_top_queries (1).csv
тренд фото с короной промт	6	/s-koronoj/	programmatic_L1	object_tag	s_koronoy	wordstat_top_queries (1).csv
промт для гимини для изменения фото	6	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
промт на парные фото студийная съемка	6	/stil/studiynoe/	programmatic_L1	style_tag	studiynoe	wordstat_top_queries (1).csv
новогодние фото ии промты	6	/sobytiya/novyj-god/	programmatic_L1	occasion_tag	novyy_god	wordstat_top_queries (1).csv
промт для фото ребенка на годик	6	/promty-dlya-detskih-foto/	programmatic_L1	audience_tag	detskie	wordstat_top_queries (1).csv
промт для обработки фото влюбленных	6	/promty-dlya-foto-vlyublennykh/	programmatic_L1	audience_tag	vlyublennykh	wordstat_top_queries (1).csv
создать промт для фото масленица	6	/sobytiya/maslenica/	programmatic_L1	occasion_tag	maslenica	wordstat_top_queries (1).csv
промт для ии фото влюбленный взгляд	6	/promty-dlya-foto-vlyublennykh/	programmatic_L1	audience_tag	vlyublennykh	wordstat_top_queries (1).csv
промты для красивых детских фото	6	/promty-dlya-detskih-foto/	programmatic_L1	audience_tag	detskie	wordstat_top_queries (1).csv
промт для фото женский с машиной текст	6	/promty-dlya-foto-devushki/s-mashinoy/	programmatic_L2	audience_tag+object_tag	devushka+s_mashinoy	wordstat_top_queries (1).csv
промты по пабгу для создания фото ии	6	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
мужское фото в тельняшке промт	6	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
промт для фото ии мальчика робота	6	/promty-dlya-foto-malchika/	programmatic_L1	audience_tag	malchik	wordstat_top_queries (1).csv
промты к фото в студии на фотосессии	6	/stil/studiynoe/	programmatic_L1	style_tag	studiynoe	wordstat_top_queries (1).csv
промт для создания фото в нейросети маникюр	6	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт ии мужское фото на горнолыжном курорте	6	/promty-dlya-foto-muzhchiny/zimnie/	programmatic_L2	audience_tag+object_tag	muzhchina+zima	wordstat_top_queries (1).csv
промты для женских фото нано банвна	6	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт для совместного фото с братом	6	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт для ии фото с чебурашкой	6	/so-znamenitostyu/	programmatic_L1	object_tag	so_znamenitostyu	wordstat_top_queries (1).csv
промт для нейросети сделать фото поколения	6	/promty-dlya-foto-pokoleniy/	programmatic_L1	audience_tag	pokoleniy	wordstat_top_queries (1).csv
промт для фото бабушка и дедушка вдвоем	6	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт на фото военного в день рождение	6	/sobytiya/den-rozhdeniya/v-forme/	programmatic_L2	occasion_tag+object_tag	den_rozhdeniya+v_forme	wordstat_top_queries (1).csv
промт с 23 февраля по фото сво	6	/sobytiya/23-fevralya/v-forme/	programmatic_L2	occasion_tag+object_tag	23_fevralya+v_forme	wordstat_top_queries (1).csv
промт фото в белой рубашке женские расслабленные	6	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промты для фото девушки ностальгия 2000х	6	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промты на самыеикрасивые фото для девушки	6	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
как создать промт для обработки фото	6	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
промт фото открытка на 9 мая	6	/stil/otkrytka/	programmatic_L1	style_tag	otkrytka	wordstat_top_queries (1).csv
промт для фото с собакой в чб	6	/stil/cherno-beloe/s-sobakoj/	programmatic_L2	style_tag+object_tag	cherno_beloe+s_sobakoy	wordstat_top_queries (1).csv
промт на весеннюю фото с мимозой	6	/s-cvetami/	programmatic_L1	object_tag	s_cvetami	wordstat_top_queries (1).csv
готовые фото промты для чата gpt селфи	6	/stil/selfi/	programmatic_L1	style_tag	selfi	wordstat_top_queries (1).csv
промты для нейросети для фото новорожденных	6	/promty-dlya-foto-malysha/	programmatic_L1	audience_tag	malysh	wordstat_top_queries (1).csv
промты для фото пары сво	6	/v-forme/	programmatic_L1	object_tag	v_forme	wordstat_top_queries (1).csv
промт текст для фото в аниме стиле	6	/stil/anime/	programmatic_L1	style_tag	anime	wordstat_top_queries (1).csv
промт для фото в стиле офисной фотографии	6	/stil/delovoe/	programmatic_L1	style_tag	delovoe	wordstat_top_queries (1).csv
промты для ии фото младенца	6	/promty-dlya-foto-malysha/	programmatic_L1	audience_tag	malysh	wordstat_top_queries (1).csv
готовые промты для фото с парнем	6	/promty-dlya-foto-s-parnem/	programmatic_L1	audience_tag	s_parnem	wordstat_top_queries (1).csv
промт для чб фото с парнем	6	/promty-dlya-foto-s-parnem/cherno-beloe/	programmatic_L2	audience_tag+style_tag	s_parnem+cherno_beloe	wordstat_top_queries (1).csv
готовый промт для нейросети фото монохром	6	/stil/cherno-beloe/	programmatic_L1	style_tag	cherno_beloe	wordstat_top_queries (1).csv
промт для генерации фото с владимиром путиным	6	/s-putinym/	programmatic_L1	object_tag	s_putinym	wordstat_top_queries (1).csv
промт для ретуши фото на памятник	6	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
как сделать промт на фото плачущая девушка	6	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт нано банана фото со звездой	5	/so-znamenitostyu/	programmatic_L1	object_tag	so_znamenitostyu	wordstat_top_queries (1).csv
промт что создать фото свошника и девушки	5	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт на фото лавиз	5	/stil/love-is/	programmatic_L1	style_tag	love_is	wordstat_top_queries (1).csv
промт фото поколения портрет бабушка мать дочт	5	/promty-dlya-foto-s-babushkoy/portret/	programmatic_L2	audience_tag+style_tag	s_babushkoy+portret	wordstat_top_queries (1).csv
промт для создания нескольких фото в одном	5	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
красивое описание портрета девушки промтов для фото	5	/promty-dlya-foto-devushki/portret/	programmatic_L2	audience_tag+style_tag	devushka+portret	wordstat_top_queries (1).csv
промты для ии фото мальчика 12 лет	5	/promty-dlya-foto-malchika/	programmatic_L1	audience_tag	malchik	wordstat_top_queries (1).csv
готовые промты для обработки портретного фото	5	/stil/portret/	programmatic_L1	style_tag	portret	wordstat_top_queries (1).csv
промт для улучшения фото с пленки	5	/promty-dlya-uluchsheniya-foto/	static_hub	intent_action=uluchshenie	intent_action=uluchshenie	wordstat_top_queries (1).csv
промты мужских фото chat gpt	5	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
лучший промты для создания оригинального фото	5	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для фото девушки с черной короной	5	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт фото девушки миллион роз	5	/promty-dlya-foto-devushki/s-cvetami/	programmatic_L2	audience_tag+object_tag	devushka+s_cvetami	wordstat_top_queries (1).csv
промт бабушка и дедушка фото вдвоем нейросеть	5	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт для полароидных фото	5	/stil/polaroid/	programmatic_L1	style_tag	polaroid	wordstat_top_queries (1).csv
промты для фото ии мужские новые	5	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
мужские промты для фото nanobanana pro telegraamm	5	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
